aroma,flavor,after,acidity,body,mouthfeel,balance,uniformity,clean,sweet,overall,total,pass,random_id
7.75,7.75,7.5,7.5833333333333,7.8333333333333,0,7.5,10,10,10,7.5833333333333,83.5,1,344617
7.75,7.5,7.25,7.3333333333333,7.3333333333333,0,7.25,10,10,10,7.4166666666667,81.833333333333,1,674386
7.5,7.5833333333333,7.3333333333333,7.6666666666667,7.5833333333333,0,7.5833333333333,10,10,10,8.3333333333333,83.583333333333,1,324816
7.4166666666667,7.5833333333333,7.1666666666667,7.5833333333333,7.3333333333333,0,7.3333333333333,10,10,6.6666666666667,7.4166666666667,78.5,0,875590
7,6.75,6.75,7,6.9166666666667,0,6.9166666666667,10,10,10,7,78.333333333333,0,946016
7.5,7.6666666666667,7.4166666666667,7.75,7.5,0,7.4166666666667,10,10,10,7.4166666666667,82.666666666667,1,768342
7.5,7.3333333333333,7.0833333333333,7.5,7.4166666666667,0,7.4166666666667,10,10,10,7.3333333333333,81.583333333333,1,940171
7.4166666666667,7.4166666666667,7,7.5833333333333,7.3333333333333,0,7.25,10,10,10,7.1666666666667,81.166666666667,1,754562
7.25,7.4166666666667,7.0833333333333,7.5,7.25,0,7.25,10,10,10,7.25,81,1,427045
7.3333333333333,7.4166666666667,7.25,7.4166666666667,7.4166666666667,0,7.3333333333333,10,10,10,7.3333333333333,81.5,1,622529
7.4166666666667,7.5,7.4166666666667,7.5,7.5833333333333,0,7.4166666666667,10,10,10,7.3333333333333,82.166666666667,1,939929
7.3333333333333,7.5,7.4166666666667,7.5,7.3333333333333,0,7.25,10,10,10,7.3333333333333,81.666666666667,1,929099
7.4166666666667,7.6666666666667,7.3333333333333,7.5,7.3333333333333,0,7.25,10,10,10,7.5833333333333,82.083333333333,1,676419
7.75,7.75,7.75,7.5,7.5833333333333,0,7.6666666666667,10,10,10,7.6666666666667,83.666666666667,1,532954
8.1666666666667,8.1666666666667,8,8.1666666666667,8.0833333333333,0,7.9166666666667,10,10,10,8.0833333333333,86.583333333333,1,807582
7.9166666666667,8,7.5833333333333,7.6666666666667,8,0,7.6666666666667,10,10,10,7.75,84.583333333333,1,272937
7.9166666666667,7.9166666666667,7.75,7.6666666666667,7.6666666666667,0,7.75,10,10,10,7.75,84.416666666667,1,990730
8.0833333333333,8.0833333333333,7.8333333333333,7.6666666666667,7.6666666666667,0,7.6666666666667,10,10,10,7.9166666666667,84.916666666667,1,856523
7.5,7.4166666666667,7.3333333333333,7.5,7.4166666666667,0,7.25,10,10,10,7.1666666666667,81.583333333333,1,790329
7.5,7.4166666666667,7.5833333333333,7.5833333333333,7.3333333333333,0,7.3333333333333,10,10,10,7.3333333333333,82.083333333333,1,127616
7.6666666666667,7.5833333333333,7.5833333333333,7.4166666666667,7.6666666666667,0,7.5833333333333,10,10,10,7.5833333333333,83.083333333333,1,816803
7.5833333333333,7.5833333333333,7.5833333333333,7.5,7.6666666666667,0,7.5,10,10,10,7.5833333333333,83,1,401052
8.0833333333333,7.9166666666667,7.75,7.5833333333333,7.5,0,7.6666666666667,10,10,10,7.8333333333333,84.333333333333,1,768955
7.5,7.6666666666667,7.3333333333333,7.5,7.5,0,7.5833333333333,10,10,10,7.4166666666667,82.5,1,719175
7.8333333333333,7.6666666666667,7.5,7.75,7.9166666666667,0,7.6666666666667,10,10,10,7.6666666666667,84,1,111259
7.4166666666667,7.5833333333333,7.25,7.6666666666667,7.25,0,7.3333333333333,10,10,10,7.4166666666667,81.916666666667,1,123877
7.5,7.5833333333333,7.3333333333333,7.5,7.5,0,7.3333333333333,10,10,10,7.5,82.25,1,484203
7.4166666666667,7.1666666666667,7.25,7.3333333333333,7.4166666666667,0,7.25,10,10,10,7.3333333333333,81.166666666667,1,832675
7.6666666666667,7.5,7.3333333333333,7.5833333333333,7.5,0,7.3333333333333,10,10,10,7.3333333333333,82.25,1,541925
7.5,7.25,6.8333333333333,7.1666666666667,7.4166666666667,0,7.1666666666667,10,10,10,7.1666666666667,80.5,1,467156
7.4166666666667,7.5,7.0833333333333,7.5833333333333,7.25,0,7.1666666666667,10,10,10,7.5,81.5,1,321600
7.6666666666667,7.8333333333333,7.4166666666667,7.75,7.5,0,7.5,10,10,10,7.5833333333333,83.25,1,620277
7.5,7.75,7.3333333333333,7.75,7.5,0,7.5833333333333,10,10,10,8.3333333333333,83.75,1,505381
7.3333333333333,7.5833333333333,7.5833333333333,7.75,7.5,0,7.75,10,10,10,7.5,83,1,149549
7.5833333333333,7.6666666666667,7.3333333333333,7.6666666666667,7.5,0,7.5,10,10,10,7.5833333333333,82.833333333333,1,241911
7.5,7.5,7.3333333333333,7.5,7.3333333333333,0,7.5,10,10,10,7.5,82.166666666667,1,422987
7.9166666666667,8.1666666666667,7.75,8.25,7.9166666666667,0,7.9166666666667,10,10,10,8,85.916666666667,1,257179
7.5,7.6666666666667,7.3333333333333,7.6666666666667,7.3333333333333,0,7.3333333333333,10,10,10,7.5,82.333333333333,1,138073
7.75,7.75,7.6666666666667,7.5833333333333,7.5833333333333,0,7.75,10,10,10,7.6666666666667,83.75,1,768984
7.9166666666667,7.9166666666667,7.5,7.6666666666667,7.8333333333333,0,7.5833333333333,10,10,10,7.6666666666667,84.083333333333,1,795473
7.3333333333333,7.6666666666667,7.5,7.75,7.6666666666667,0,7.4166666666667,10,10,10,7.5,82.833333333333,1,758485
7.6666666666667,7.75,7.8333333333333,7.75,7.8333333333333,0,7.75,10,10,10,7.75,84.333333333333,1,756661
7.6666666666667,7.6666666666667,7.5833333333333,7.6666666666667,7.6666666666667,0,7.75,10,10,10,7.6666666666667,83.666666666667,1,409853
7.3333333333333,7.25,7.4166666666667,7.3333333333333,7.5,0,7.3333333333333,8,8,10,7.25,77.416666666667,0,113540
7.25,7.3333333333333,7.0833333333333,7.4166666666667,7.1666666666667,0,7.3333333333333,10,10,10,7.5,81.083333333333,1,566207
7.75,7.9166666666667,7.8333333333333,7.9166666666667,7.75,0,7.8333333333333,10,10,10,7.75,84.75,1,219240
7.6666666666667,7.5833333333333,7.6666666666667,7.5833333333333,7.8333333333333,0,7.4166666666667,10,10,10,7.3333333333333,83.083333333333,1,352156
8,8,7.8333333333333,8,7.9166666666667,0,8,10,10,10,8,85.75,1,754945
7.5,7.5833333333333,7.3333333333333,7.4166666666667,7.5,0,7.4166666666667,9.3333333333333,9.3333333333333,10,7.1666666666667,80.583333333333,1,858333
7.3333333333333,7.1666666666667,7.3333333333333,7.6666666666667,7.4166666666667,0,7.5,10,10,10,7.1666666666667,81.583333333333,1,250901
7.8333333333333,8,7.8333333333333,7.9166666666667,7.8333333333333,0,7.75,10,10,10,7.75,84.916666666667,1,314583
7.5833333333333,7.9166666666667,7.5833333333333,7.6666666666667,7.5833333333333,0,7.8333333333333,10,10,10,7.8333333333333,84,1,430999
7.9166666666667,7.75,7.6666666666667,7.6666666666667,7.5833333333333,0,7.5833333333333,10,10,10,7.6666666666667,83.833333333333,1,639411
7.25,7.3333333333333,7.25,7.25,7.25,0,7.4166666666667,10,10,10,7.25,81,1,608582
8,7.8333333333333,7.75,7.6666666666667,7.5,0,7.4166666666667,10,10,10,7.5,83.666666666667,1,105627
7.4166666666667,7.4166666666667,7.1666666666667,7.3333333333333,7.1666666666667,0,7.75,10,10,10,7.1666666666667,81.416666666667,1,291333
7.5,7.3333333333333,7.5,7.3333333333333,7.5,0,7.3333333333333,10,10,10,7.25,81.75,1,581863
7.5,7.5,7.75,7.5,7.3333333333333,0,7.5,10,10,10,7.5,82.583333333333,1,260390
7.5833333333333,7.5,7.5,7.5,7.5,0,7.5,10,10,10,7.5,82.583333333333,1,897703
7.25,7.3333333333333,7.1666666666667,7.3333333333333,7.75,0,7.5833333333333,10,10,10,7.5833333333333,82,1,277119
7.25,7.3333333333333,7.4166666666667,7.3333333333333,7.4166666666667,0,7.3333333333333,10,10,10,7.5,81.583333333333,1,877680
7.6666666666667,7.9166666666667,7.75,7.5,7.9166666666667,0,7.5833333333333,10,10,10,7.5833333333333,83.916666666667,1,716707
8,7.6666666666667,7.5833333333333,7.6666666666667,7.5,0,7.5833333333333,10,10,10,7.5,83.5,1,696176
7.3333333333333,7.4166666666667,7.3333333333333,7.5,7.5833333333333,0,7.6666666666667,10,10,10,7.5,82.333333333333,1,386861
7.6666666666667,7.6666666666667,7.6666666666667,7.6666666666667,7.8333333333333,0,7.6666666666667,10,10,10,7.75,83.916666666667,1,305997
7.5833333333333,7.5833333333333,7.5,7.5,7.4166666666667,0,7.5,10,10,10,7.6666666666667,82.75,1,696491
7.3333333333333,7.4166666666667,7.4166666666667,7.3333333333333,7.75,0,7.25,10,10,10,7.6666666666667,82.166666666667,1,104828
7.3333333333333,7.5,7.5,7.6666666666667,7.4166666666667,0,7.4166666666667,10,10,10,7.5833333333333,82.416666666667,1,565006
7.9166666666667,8,7.75,8,7.75,0,7.8333333333333,10,10,10,7.9166666666667,85.166666666667,1,681680
7.9166666666667,7.8333333333333,7.6666666666667,7.75,7.75,0,7.6666666666667,10,10,10,7.75,84.333333333333,1,822842
8,8.3333333333333,8,8.0833333333333,7.9166666666667,0,8.0833333333333,10,10,10,8.4166666666667,86.833333333333,1,759816
7.3333333333333,7.25,7.0833333333333,7.3333333333333,7.25,0,7.25,10,10,10,7.3333333333333,80.833333333333,1,761203
7.8333333333333,8,7.8333333333333,7.9166666666667,7.9166666666667,0,7.8333333333333,10,10,10,7.75,85.083333333333,1,956625
8,8.0625,7.9375,8,8,0,7.9375,10,10,10,8.0625,86,1,365352
8.5,8.1666666666667,8.0833333333333,8.0833333333333,7.8333333333333,0,8,10,10,10,8.25,86.916666666667,1,161473
7.5,7.5,7.4166666666667,7.3333333333333,7.5833333333333,0,7.5,10,10,10,7.5,82.333333333333,1,891574
7.75,8,7.5833333333333,7.5833333333333,7.75,0,7.9166666666667,10,10,10,7.9166666666667,84.5,1,303706
7.1666666666667,7.3333333333333,7,7.0833333333333,7.25,0,7.1666666666667,10,10,10,7.4166666666667,80.416666666667,1,984448
7.8333333333333,7.5833333333333,7.4166666666667,7.75,7.6666666666667,0,8,10,10,10,7.75,84,1,364359
7.75,7.8333333333333,7.6666666666667,7.8333333333333,7.75,0,7.75,10,10,10,7.75,84.333333333333,1,609320
7.6666666666667,7.75,7.75,7.5833333333333,7.9166666666667,0,7.9166666666667,10,10,10,7.8333333333333,84.416666666667,1,144448
7.3333333333333,7.3333333333333,7.1666666666667,7.3333333333333,7.25,0,7.25,10,10,10,7.1666666666667,80.833333333333,1,587807
7.9166666666667,8,7.9166666666667,7.8333333333333,8.1666666666667,0,7.9166666666667,10,10,10,7.9166666666667,85.666666666667,1,398999
7.25,7.5833333333333,7.3333333333333,7.6666666666667,7.5,0,7.3333333333333,10,10,10,7.3333333333333,82,1,662635
7.5,7.5,7.3333333333333,7.4166666666667,7.4166666666667,0,7.3333333333333,10,10,10,7.4166666666667,81.916666666667,1,269388
7.5,7.5833333333333,7.3333333333333,7.4166666666667,7.75,0,7.5,10,10,10,7.5833333333333,82.666666666667,1,836835
7.4166666666667,7.4166666666667,7.6666666666667,7.5,7.8333333333333,0,7.4166666666667,9.3333333333333,9.3333333333333,9.3333333333333,7,80.25,1,727944
7.4166666666667,7.3333333333333,7.0833333333333,7.4166666666667,7.25,0,7.3333333333333,10,10,10,7.25,81.083333333333,1,232197
7.6666666666667,7.75,7.5,7.6666666666667,7.75,0,7.5833333333333,10,10,10,7.5833333333333,83.5,1,987192
7.3333333333333,7.0833333333333,6.6666666666667,7.25,7.25,0,7,6,9.3333333333333,10,6.9166666666667,74.833333333333,0,111630
7.5,7.9166666666667,7.75,7.5,7.3333333333333,0,7.3333333333333,10,10,10,7.3333333333333,82.666666666667,1,340359
7.6666666666667,7.75,7.5833333333333,7.8333333333333,7.5833333333333,0,7.5833333333333,10,10,10,7.75,83.75,1,827493
7.9166666666667,7.75,7.5,7.5833333333333,7.8333333333333,0,7.5,10,10,10,7.5833333333333,83.666666666667,1,791248
7.5,7.5833333333333,7.25,7.5,7.4166666666667,0,7.4166666666667,10,10,10,7.5,82.166666666667,1,144686
7.25,7.0833333333333,6.8333333333333,7.1666666666667,6.8333333333333,0,7,10,10,10,7,79.166666666667,0,315089
7.5,7.75,7.4166666666667,7.5833333333333,7.5,0,7.5,10,10,10,7.5,82.75,1,183097
7.5,7.5,7.3333333333333,7.4166666666667,7.3333333333333,0,7.6666666666667,10,10,10,7.5,82.25,1,283126
7.5833333333333,7.5,7.1666666666667,7.4166666666667,7.4166666666667,0,7.3333333333333,10,10,10,7.3333333333333,81.75,1,950882
7.75,7.75,7.5833333333333,7.5,7.6666666666667,0,7.6666666666667,9.3333333333333,10,10,7.6666666666667,82.916666666667,1,277426
7.6666666666667,7.5,7.3333333333333,7.4166666666667,7.6666666666667,0,7.3333333333333,10,10,10,7.3333333333333,82.25,1,829143
7.5833333333333,7.6666666666667,7.4166666666667,7.6666666666667,7.5833333333333,0,7.5833333333333,10,10,10,7.5833333333333,83.083333333333,1,364810
7.8333333333333,7.8333333333333,7.6666666666667,7.5833333333333,7.8333333333333,0,7.6666666666667,10,10,10,7.5833333333333,84,1,692398
